113,32767,32767,0,0,0,0,0,0,64719,1,1,1
135,32767,32767,0,0,0,0,0,0,64719,1,1,1
158,32767,32767,0,0,0,0,0,0,64719,1,1,1
196,32767,32767,0,0,0,0,0,0,64719,1,1,1
216,32767,32767,0,0,0,0,0,0,64719,1,1,1
248,32767,32767,0,0,0,0,0,0,64719,1,1,1
291,32767,32767,0,0,0,0,0,0,64719,1,1,1
322,32767,32767,0,0,0,0,0,0,64719,1,1,1
346,32767,32767,0,0,0,0,0,0,64719,1,1,1
385,32767,32767,0,0,0,0,0,0,64719,1,1,1
404,32767,32767,0,0,0,0,0,0,64719,1,1,1
436,32767,32767,0,0,0,0,0,0,64719,1,1,1
470,32767,32767,0,0,0,0,0,0,64719,1,1,1
503,32767,32767,0,0,0,0,0,0,64719,1,1,1
537,32767,32767,0,0,0,0,0,0,64719,1,1,1
569,32767,32767,0,0,0,0,0,0,64719,1,1,1
604,32767,32767,0,0,0,0,0,0,64719,1,1,1
637,32767,32767,0,0,0,0,0,0,64719,1,1,1
656,32767,32767,0,0,0,0,0,0,64719,1,1,1
687,32767,32767,0,0,0,0,0,0,64719,1,1,1
720,32767,32767,0,0,0,0,0,0,64719,1,1,1
753,32767,32767,0,0,0,0,0,0,64719,1,1,1
779,32767,32767,0,0,0,0,0,0,64719,1,1,1
819,32767,32767,0,0,0,0,0,0,64719,1,1,1
851,32767,32767,0,0,0,0,0,0,64719,1,1,1
875,32767,32767,0,0,0,0,0,0,64719,1,1,1
903,32767,32767,0,0,0,0,0,0,64719,1,1,1
937,32767,32767,0,0,0,0,0,0,64719,1,1,1
969,32767,32767,0,0,0,0,0,0,64719,1,1,1
1000,32767,32767,0,0,0,0,0,0,64719,1,1,1
1036,32767,32767,0,0,0,0,0,0,64719,1,1,1
1071,32767,32767,0,0,0,0,0,0,64719,1,1,1
1104,32767,32767,0,0,0,0,0,0,64719,1,1,1
1136,32767,32767,0,0,0,0,0,0,64719,1,1,1
1168,32767,32767,0,0,0,0,0,0,64719,1,1,1
1201,32767,32767,0,0,0,0,0,0,64719,1,1,1
1236,32767,32767,0,0,0,0,0,0,64719,1,1,1
1270,32767,32767,0,0,0,0,0,0,64719,1,1,1
1301,32767,32767,0,0,0,0,0,0,64719,1,1,1
1336,32767,32767,0,0,0,0,0,0,64719,1,1,1
1368,32767,32767,0,0,0,0,0,0,64719,1,1,1
1400,32767,32767,0,0,0,0,0,0,64719,1,1,1
1432,32767,32767,0,0,0,0,0,0,64719,1,1,1
1470,32767,32767,0,0,0,0,0,0,64719,1,1,1
1501,32767,32767,0,0,0,0,0,0,64719,1,1,1
1533,32767,32767,0,0,0,0,0,0,64719,1,1,1
1569,32767,32767,0,0,0,0,0,0,64719,1,1,1
1601,32767,32767,0,0,0,0,0,0,64719,1,1,1
1633,32767,32767,0,0,0,0,0,0,64719,1,1,1
1671,32767,32767,0,0,0,0,0,0,64719,1,1,1
1703,32767,32767,0,0,0,0,0,0,64719,1,1,1
1735,32767,32767,0,0,0,0,0,0,64719,1,1,1
1770,32767,32767,0,0,0,0,0,0,64719,1,1,1
1801,32767,32767,0,0,0,0,0,0,64739,1,1,1
1833,32767,32767,0,0,0,0,0,0,64739,1,1,1
1864,32767,32767,0,0,0,0,0,0,64775,1,1,1
1903,32767,32767,0,0,0,0,0,0,64775,1,1,1
1935,32767,32767,0,0,0,0,0,0,64775,1,1,1
1971,32767,32767,0,0,0,0,0,0,64775,1,1,1
2002,32767,32767,0,0,0,0,0,0,64783,1,1,1
2034,32767,32767,0,0,0,0,0,0,64783,1,1,1
2070,32767,32767,0,0,0,0,0,0,64783,1,1,1
2102,32767,32767,0,0,0,0,0,0,64787,1,1,1
2135,32767,32767,0,0,0,0,0,0,64787,1,1,1
2171,32767,32767,0,0,0,0,0,0,64787,1,1,1
2202,32767,32767,0,0,0,0,0,0,64787,1,1,1
2235,32767,32767,0,0,0,0,0,0,64787,1,1,1
2266,32767,32767,0,0,0,0,0,0,64787,1,1,1
2302,32767,32767,0,0,0,0,0,0,64787,1,1,1
2328,32767,32767,0,0,0,0,0,0,64787,1,1,1
2367,32767,32767,0,0,0,0,0,0,64787,1,1,1
2387,32767,32767,0,0,0,0,0,0,64787,1,1,1
2420,32767,32767,0,0,0,0,0,0,64787,1,1,1
2452,32767,32767,0,0,0,0,0,0,64787,1,1,1
2484,32767,32767,0,0,0,0,0,0,64787,1,1,1
2519,32767,32767,0,0,0,0,0,0,64787,1,1,1
2552,32767,32767,0,0,0,0,0,0,64795,1,1,1
2584,32767,32767,0,0,0,0,0,0,64795,1,1,1
2615,32767,32767,0,0,0,0,0,0,64795,1,1,1
2653,32767,32767,0,0,0,0,0,0,64795,1,1,1
2685,32767,32767,0,0,0,0,0,0,64795,1,1,1
2716,32767,32767,0,0,0,0,0,0,64795,1,1,1
2751,32767,32767,0,0,0,0,0,0,64795,1,1,1
2783,32767,32767,0,0,0,0,0,0,64795,1,1,1
2814,32767,32767,0,0,0,0,0,0,64795,1,1,1
2852,32767,32767,0,0,0,0,0,0,64795,1,1,1
2885,32767,32767,0,0,0,0,0,0,64795,1,1,1
2917,32767,32767,0,0,0,0,0,0,64795,1,1,1
2952,32767,32767,0,0,0,0,0,0,64795,1,1,1
2985,32767,32767,0,0,0,0,0,0,64795,1,1,1
3020,32767,32767,0,0,0,0,0,0,64795,1,1,1
3052,32767,32767,0,0,0,0,0,0,64795,1,1,1
3084,32767,32767,0,0,0,0,0,0,64795,1,1,1
3116,32767,32767,0,0,0,0,0,0,64795,1,1,1
3152,32767,32767,0,0,0,0,0,0,64795,1,1,1
3169,32767,32767,0,0,0,0,0,0,64795,1,1,1
3201,32767,32767,0,0,0,0,0,0,64795,1,1,1
3237,32767,32767,0,0,0,0,0,0,64795,1,1,1
3271,32767,32767,0,0,0,0,0,0,64795,1,1,1
3303,32767,32767,0,0,0,0,0,0,64795,1,1,1
3335,32767,32767,0,0,0,0,0,0,64795,1,1,1
3369,32767,32767,0,0,0,0,0,0,64795,1,1,1
3401,32767,32767,0,0,0,0,0,0,64795,1,1,1
3434,32767,32767,0,0,0,0,0,0,64795,1,1,1
3470,32767,32767,0,0,0,0,0,0,64795,1,1,1
3503,32767,32767,0,0,0,0,0,0,64795,1,1,1
3534,32767,32767,0,0,0,0,0,0,64795,1,1,1
3566,32767,32767,0,0,0,0,0,0,64795,1,1,1
3603,32767,32767,0,0,0,0,0,0,64795,1,1,1
3637,32767,32767,0,0,0,0,0,0,64795,1,1,1
